Study	Sample	Library layout	Published year	Information	Tissue	Stage	Treatment	Type	Doi
PRJNA311316	SRR3157042	single-end	2016	Westar(susceptible),mock,0dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157043	single-end	2016	Westar(susceptible),mock,0dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157044	single-end	2016	Westar(susceptible),L.maculans,3dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157045	single-end	2016	Westar(susceptible),L.maculans,3dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157046	single-end	2016	Westar(susceptible),L.maculans,3dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157047	single-end	2016	Westar(susceptible),mock,3dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157048	single-end	2016	Westar(susceptible),mock,3dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157049	single-end	2016	Westar(susceptible),L.maculans,7dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157050	single-end	2016	Westar(susceptible),L.maculans,7dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157051	single-end	2016	Westar(susceptible),L.maculans,7dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157052	single-end	2016	Westar(susceptible),mock,7dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157053	single-end	2016	Westar(susceptible),mock,7dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157054	single-end	2016	Westar(susceptible),L.maculans,11dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157055	single-end	2016	Westar(susceptible),L.maculans,11dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157056	single-end	2016	Westar(susceptible),L.maculans,11dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157057	single-end	2016	Westar(susceptible),mock,11dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157058	single-end	2016	Westar(susceptible),mock,11dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157059	single-end	2016	DF78 (resistant),mock,0dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157060	single-end	2016	DF78 (resistant),mock,0dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157061	single-end	2016	DF78 (resistant),mock,0dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157062	single-end	2016	DF78 (resistant),L.maculans,3dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157063	single-end	2016	DF78 (resistant),L.maculans,3dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157064	single-end	2016	DF78 (resistant),L.maculans,3dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157065	single-end	2016	DF78 (resistant),mock,3dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157066	single-end	2016	DF78 (resistant),mock,3dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157067	single-end	2016	DF78 (resistant),L.maculans,7dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157068	single-end	2016	DF78 (resistant),L.maculans,7dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157069	single-end	2016	DF78 (resistant),L.maculans,7dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157070	single-end	2016	DF78 (resistant),mock,7dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157071	single-end	2016	DF78 (resistant),mock,7dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157072	single-end	2016	DF78 (resistant),L.maculans,11dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157073	single-end	2016	DF78 (resistant),L.maculans,11dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157074	single-end	2016	DF78 (resistant),L.maculans,11dpi	Cotyledon	Unclear	Biotic	L.maculans	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157075	single-end	2016	DF78 (resistant),mock,11dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA311316	SRR3157076	single-end	2016	DF78 (resistant),mock,11dpi	Cotyledon	Unclear	Development	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3343235	pair-end	2017	 low harvest index 	Stem	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3343236	pair-end	2017	 low harvest index 	Stem	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3343237	pair-end	2017	 high harvest index 	Bud	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3343238	pair-end	2017	low harvest index 	Silique wall	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3347141	pair-end	2017	 high harvest index 	Silique wall	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3347142	pair-end	2017	 high harvest index 	Silique wall	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3348118	pair-end	2017	 high harvest index 	Silique wall	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3349850	pair-end	2017	 high harvest index ,20 days after flowering	Seed	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3351917	pair-end	2017	 high harvest index ,20 days after flowering	Seed	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3352389	pair-end	2017	 high harvest index ,20 days after flowering	Seed	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3355337	pair-end	2017	 high harvest index	Bud	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3355338	pair-end	2017	 high harvest index 	Bud	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3355360	pair-end	2017	 high harvest index 	Bud	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3355369	pair-end	2017	 high harvest index 	Bud	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3357539	pair-end	2017	 high harvest index 	Leaf	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3357562	pair-end	2017	 high harvest index 	Leaf	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3359113	pair-end	2017	 high harvest index 	Stem	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3359124	pair-end	2017	 high harvest index 	Stem	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439745	pair-end	2017	 low harvest index 	Stem	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439746	pair-end	2017	 low harvest index 	Stem	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439748	pair-end	2017	 low harvest index 	Leaf	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439750	pair-end	2017	 low harvest index 	Bud	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439752	pair-end	2017	 low harvest index 	Bud	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439754	pair-end	2017	 low harvest index 	Bud	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439759	pair-end	2017	 low harvest index 	Bud	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439761	pair-end	2017	 low harvest index ,20 days after flowering	Seed	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439856	pair-end	2017	 low harvest index ,20 days after flowering	Seed	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439928	pair-end	2017	 low harvest index ,20 days after flowering	Seed	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR3439930	pair-end	2017	 low harvest index 	Silique wall	Maturation	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR5074227	pair-end	2017	low harvest index	Leaf	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA317510	SRR5074228	pair-end	2017	high harvest index	Leaf	Flowering	Development 	Normal	10.1038/s41598-017-02877-9
PRJNA318952	SRR3405203	pair-end	2017	ZS11,Vegetative	SAM	Other	Development 	Normal	10.1186/s12864-016-3402-y
PRJNA321917	SRR3537150	single-end	2017	Westar(Susceptible),mock	Leaf	Flowering	Development	Normal	10.1093/jxb/erx338
PRJNA321917	SRR3537151	single-end	2017	Westar(Susceptible),mock	Leaf	Flowering	Development	Normal	10.1093/jxb/erx338
PRJNA321917	SRR3537152	single-end	2017	Westar(Susceptible),mock	Leaf	Flowering	Development	Normal	10.1093/jxb/erx338
PRJNA321917	SRR3537153	single-end	2017	Westar(Susceptible),S sclerotiorum,24hpi(hours post inoculation)	Leaf	Flowering	Biotic	S.sclerotiorum	10.1093/jxb/erx338
PRJNA321917	SRR3537154	single-end	2017	Westar(Susceptible),S sclerotiorum,24hpi(hours post inoculation)	Leaf	Flowering	Biotic	S.sclerotiorum	10.1093/jxb/erx338
PRJNA321917	SRR3537155	single-end	2017	Westar(Susceptible),S sclerotiorum,24hpi(hours post inoculation)	Leaf	Flowering	Biotic	S.sclerotiorum	10.1093/jxb/erx338
PRJNA321917	SRR3537156	single-end	2017	ZY821(tolerant) ,mock	Leaf	Flowering	Development	Normal	10.1093/jxb/erx338
PRJNA321917	SRR3537157	single-end	2017	ZY821(tolerant) ,mock	Leaf	Flowering	Development	Normal	10.1093/jxb/erx338
PRJNA321917	SRR3537158	single-end	2017	ZY821(tolerant) ,mock	Leaf	Flowering	Development	Normal	10.1093/jxb/erx338
PRJNA321917	SRR3537159	single-end	2017	ZY821(tolerant) ,S sclerotiorum,24hpi	Leaf	Flowering	Biotic	S.sclerotiorum	10.1093/jxb/erx338
PRJNA321917	SRR3537160	single-end	2017	ZY821(tolerant) ,S sclerotiorum,24hpi	Leaf	Flowering	Biotic	S.sclerotiorum	10.1093/jxb/erx338
PRJNA321917	SRR3537161	single-end	2017	ZY821(tolerant) ,S sclerotiorum,24hpi	Leaf	Flowering	Biotic	S.sclerotiorum	10.1093/jxb/erx338
PRJNA322501	SRR3571659	single-end	2017	Darmor-bzh(susceptible),Leptosphaeria maculans	Cotyledon	Seedling	Biotic	L.maculans	10.1111/mpp.12464 
PRJNA322501	SRR3571660	single-end	2017	Darmor-bzh(susceptible),Leptosphaeria maculans	Cotyledon	Seedling	Biotic	L.maculans	10.1111/mpp.12464 
PRJNA322501	SRR3571661	single-end	2017	Darmor-bzh(susceptible),Leptosphaeria maculans	Cotyledon	Seedling	Biotic	L.maculans	10.1111/mpp.12464 
PRJNA322501	SRR3571662	single-end	2017	Darmor-bzh(susceptible),Leptosphaeria maculans	Cotyledon	Seedling	Biotic	L.maculans	10.1111/mpp.12464 
PRJNA322501	SRR3571664	single-end	2017	Eurol(susceptible),Leptosphaeria maculans	Stem	Seedling	Biotic	L.maculans	10.1111/mpp.12464 
PRJNA322501	SRR3571665	single-end	2017	Eurol(susceptible),Leptosphaeria maculans	Stem	Seedling	Biotic	L.maculans	10.1111/mpp.12464 
PRJNA322501	SRR3571666	single-end	2017	Eurol(susceptible),Leptosphaeria maculans	Stem	Seedling	Biotic	L.maculans	10.1111/mpp.12464 
PRJNA322501	SRR3571667	single-end	2017	Eurol(susceptible),Leptosphaeria maculans	Stem	Seedling	Biotic	L.maculans	10.1111/mpp.12464 
PRJNA322687	SRR3584236	pair-end	2016	AC	Leaf	Seedling	Development 	Normal	10.3389/fpls.2016.01432
PRJNA322687	SRR3584237	pair-end	2016	AC	Leaf	Seedling	Development 	Normal	10.3389/fpls.2016.01432
PRJNA322687	SRR3584238	pair-end	2016	AAC biased to B. rapa 	Leaf	Seedling	Development 	Normal	10.3389/fpls.2016.01432
PRJNA322687	SRR3584239	pair-end	2016	AAC biased to B. rapa 	Leaf	Seedling	Development 	Normal	10.3389/fpls.2016.01432
PRJNA322687	SRR3584240	pair-end	2016	CCA biased to B. oleracea	Leaf	Seedling	Development 	Normal	10.3389/fpls.2016.01432
PRJNA322687	SRR3584241	pair-end	2016	CCA biased to B. oleracea	Leaf	Seedling	Development 	Normal	10.3389/fpls.2016.01432
PRJNA322687	SRR3584242	pair-end	2016	CCAA nomal	Leaf	Seedling	Development 	Normal	10.3389/fpls.2016.01432
PRJNA322687	SRR3584243	pair-end	2016	CCAA nomal	Leaf	Seedling	Development 	Normal	10.3389/fpls.2016.01432
PRJNA329379	SRR4241885	pair-end	2017	ZS11( extreme lines with more lobes)	Leaf	Seedling	Development 	Normal	10.1371/journal.pone.0169641
PRJNA329379	SRR4242053	pair-end	2017	ZS11(extreme lines with fewer lobes)	Leaf	Seedling	Development 	Normal	10.1371/journal.pone.0169641
PRJNA329379	SRR4242079	pair-end	2017	ZS11(dissected lines)	Leaf	Seedling	Development 	Normal	10.1371/journal.pone.0169641
PRJNA359938	SRR5139856	pair-end	2018	M4(red petal,disomic addition line)	Petal	Flowering	Development 	Normal	10.1111/pbi.12777
PRJNA359938	SRR5139857	pair-end	2018	Huashuang 3(yellow petal,WT)	Petal	Flowering	Development 	Normal	10.1111/pbi.12777
PRJNA361043	SRR5179562	pair-end	2018	ZS11,S.sclerotiorum ,48hpi	Stem	Flowering	Biotic	S.sclerotiorum	NA
PRJNA361043	SRR5179608	pair-end	2018	ZS11,mock	Stem	Flowering	Development	Normal	NA
PRJNA362706	SRR5208529	pair-end	2017	Yudal, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208530	pair-end	2017	Yudal, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208531	pair-end	2017	Yudal, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208532	pair-end	2017	Yudal, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208533	pair-end	2017	Yudal, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208534	pair-end	2017	Yudal, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208535	pair-end	2017	Darmor-bzh, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208536	pair-end	2017	Darmor-bzh, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208537	pair-end	2017	Darmor-bzh, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208538	pair-end	2017	Darmor-bzh, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208539	pair-end	2017	Darmor-bzh, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA362706	SRR5208540	pair-end	2017	Darmor-bzh, Prophase 1	Anther	Other	Development 	Normal	10.1111/nph.14836
PRJNA378682	SRR5331895	pair-end	2017	6098B(large branch angle)	Stem	Bolting	Development 	Normal	10.3390/ijms18050887
PRJNA378682	SRR5331949	pair-end	2017	Purler(small branch angle)	Stem	Bolting	Development 	Normal	10.3390/ijms18050887
PRJNA378682	SRR5331950	pair-end	2017	6098B(large branch angle)	Stem	Flowering	Development 	Normal	10.3390/ijms18050887
PRJNA378682	SRR5331997	pair-end	2017	Purler(small branch angle)	Stem	Flowering	Development 	Normal	10.3390/ijms18050887
PRJNA378851	SRR5358929	pair-end	2018	Westar(Susceptible) and L. maculas PG4-1-M compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358930	pair-end	2018	Westar(Susceptible) and L. maculas PG4-1-M compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358931	pair-end	2018	Westar(Susceptible) and L. maculas 03-15-03  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358932	pair-end	2018	Westar(Susceptible) and L. maculas 03-15-03  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358933	pair-end	2018	Westar(Susceptible) and L. maculas  03-42-06 compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358934	pair-end	2018	Westar(Susceptible) and L. maculas  03-42-06 compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358935	pair-end	2018	Westar(Susceptible) and L. maculas 87-41  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358936	pair-end	2018	Westar(Susceptible) and L. maculas 87-41  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358937	pair-end	2018	Westar ,mock ,4 dpi,7 days	Cotyledon	Other	Development	Normal	10.3389/fpls.2019.00823
PRJNA378851	SRR5358938	pair-end	2018	Westar ,mock ,4 dpi,7 days	Cotyledon	Other	Development	Normal	10.3389/fpls.2019.00823
PRJNA378851	SRR5358939	pair-end	2018	T35SBLMR1.2(Susceptible) and L. maculas PG4-1-M compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358940	pair-end	2018	T35SBLMR1.2(Susceptible) and L. maculas PG4-1-M compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358941	pair-end	2018	T35SBLMR1.2(Susceptible) and L. maculas 03-15-03  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358942	pair-end	2018	T35SBLMR1.2(Susceptible) and L. maculas 03-15-03  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358943	pair-end	2018	T35SBLMR1.2(Susceptible) and L. maculas  03-42-06 compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358944	pair-end	2018	T35SBLMR1.2(Susceptible) and L. maculas  03-42-06 compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358945	pair-end	2018	T35SBLMR1.2(Susceptible) and L. maculas 87-41  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358946	pair-end	2018	T35SBLMR1.2(Susceptible) and L. maculas 87-41  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358947	pair-end	2018	T35SBLMR1.2 ,mock, 4 dpi,7 days	Cotyledon	Other	Development	Normal	10.3389/fpls.2019.00823
PRJNA378851	SRR5358948	pair-end	2018	T35SBLMR1.2 ,mock, 4 dpi,7 days	Cotyledon	Other	Development	Normal	10.3389/fpls.2019.00823
PRJNA378851	SRR5358949	pair-end	2018	T35SBLMR1.1(Susceptible) and L. maculas PG4-1-M compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358950	pair-end	2018	T35SBLMR1.1(Susceptible) and L. maculas PG4-1-M compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358951	pair-end	2018	T35SBLMR1.1(Susceptible) and L. maculas 03-15-03  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358952	pair-end	2018	T35SBLMR1.1(Susceptible) and L. maculas 03-15-03  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358953	pair-end	2018	T35SBLMR1.1(Resistant)  and L. maculas  03-42-06 compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358954	pair-end	2018	T35SBLMR1.1(Resistant)  and L. maculas  03-42-06 compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358955	pair-end	2018	T35SBLMR1.1(Resistant)  and L. maculas 87-41  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358956	pair-end	2018	T35SBLMR1.1(Resistant)  and L. maculas 87-41  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358957	pair-end	2018	T35SBLMR1.1 ,mock, 4 dpi,7 days	Cotyledon	Other	Development	Normal	10.3389/fpls.2019.00823
PRJNA378851	SRR5358958	pair-end	2018	T35SBLMR1.1 ,mock, 4 dpi,7 days	Cotyledon	Other	Development	Normal	10.3389/fpls.2019.00823
PRJNA378851	SRR5358959	pair-end	2018	TRlm2(Susceptible) and L. maculas PG4-1-M compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358960	pair-end	2018	TRlm2(Susceptible) and L. maculas PG4-1-M compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358961	pair-end	2018	TRlm2(Resistant) and L. maculas 03-15-03 compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358962	pair-end	2018	TRlm2(Resistant) and L. maculas 03-15-03 compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358963	pair-end	2018	TRlm2(Susceptible) and L. maculas 03-42-06 compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358964	pair-end	2018	TRlm2(Susceptible) and L. maculas 03-42-06 compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358965	pair-end	2018	TRlm2(Resistant) and L. maculas  87-41  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358966	pair-end	2018	TRlm2(Resistant) and L. maculas  87-41  compatible interaction 4 dpi	Cotyledon	Seedling	Biotic	L.maculans	10.3389/fpls.2019.00823
PRJNA378851	SRR5358967	pair-end	2018	TRlm2,mock, 4 dpi ,7 days	Cotyledon	Other	Development	Normal	10.3389/fpls.2019.00823
